anxiety,fear,nervousness,sadness,suffering,shame,insight,saran,validation
2,0,2,0,3,0,"cemas lumayan, gelisah lumayan, penderitaan tinggi","1.  Cobalah teknik pernapasan dalam: tarik napas dalam-dalam melalui hidung, tahan beberapa saat, lalu hembuskan perlahan melalui mulut. Ulangi beberapa kali.

2.  Alihkan perhatian Anda dengan aktivitas yang menenangkan, seperti mendengarkan musik yang menenangkan, mandi air hangat, atau membaca buku.

3.  Hubungi orang terdekat yang Anda percayai untuk berbagi perasaan Anda atau cari dukungan profesional jika dibutuhkan.","Duh, kayaknya kamu lagi ngerasain beban yang berat banget ya,  dengan kecemasan dan keresahan yang cukup tinggi;  aku ngerti banget kalau itu bikin kamu  sangat menderita."
2,0,3,0,1,0,"cemas lumayan, gelisah tinggi, penderitaan sedikit","1. Cobalah teknik pernapasan dalam: Hirup perlahan melalui hidung, tahan sebentar, dan hembuskan perlahan melalui mulut. Ulangi beberapa kali hingga merasa lebih tenang.

2. Fokus pada hal-hal yang dapat Anda kendalikan saat ini.  Misalnya,  fokus pada pernapasan Anda, atau apa yang Anda lihat dan rasakan di sekitar Anda.

3. Lakukan aktivitas yang menenangkan, seperti mendengarkan musik yang menenangkan, mandi air hangat, atau membaca buku.","Duh, kamu kayaknya lagi merasa cemas dan gelisah banget ya, meskipun nggak terlalu menderita;  aku ngerti banget kalau situasi kayak gini memang berat."
2,0,3,0,2,0,"cemas lumayan, gelisah tinggi, penderitaan lumayan","1. Cobalah teknik pernapasan dalam:  Hirup napas dalam-dalam melalui hidung, tahan beberapa saat, lalu hembuskan perlahan melalui mulut. Ulangi beberapa kali.

2.  Alihkan perhatian Anda ke hal-hal yang menyenangkan: Dengarkan musik yang menenangkan, baca buku, atau lakukan hobi yang Anda sukai.

3.  Gerakkan tubuh Anda: Lakukan peregangan ringan, jalan kaki singkat, atau aktivitas fisik yang Anda nikmati.","Wah, kedengarannya kamu lagi menghadapi banyak hal berat ya, dengan kecemasan dan keresahan yang cukup tinggi; aku mengerti banget kalau kamu merasa begitu menderita."
2,0,3,0,3,0,"cemas lumayan, gelisah tinggi, penderitaan tinggi","1.  Lakukan teknik pernapasan dalam: Hirup napas dalam-dalam melalui hidung, tahan beberapa saat, lalu hembuskan perlahan melalui mulut. Ulangi beberapa kali.

2.  Fokus pada hal-hal yang Anda bisa kendalikan saat ini: Misalnya, apa yang bisa Anda lihat, dengar, atau rasakan di sekitar Anda.  

3.  Minum air hangat dan cari tempat yang tenang untuk duduk sejenak.","Duh, kamu kayaknya lagi ngalamin kecemasan dan gelisah yang cukup berat ya,  aku ngerti banget kalau lagi kayak gini rasanya  sangat  menyakitkan."
3,0,1,0,1,0,"cemas tinggi, gelisah sedikit, penderitaan sedikit","1. Cobalah teknik pernapasan dalam: tarik napas dalam-dalam melalui hidung, tahan beberapa saat, lalu hembuskan perlahan melalui mulut. Ulangi beberapa kali.

2. Fokus pada hal-hal yang Anda bisa kendalikan saat ini, seperti pernapasan Anda atau aktivitas sederhana seperti minum air.

3. Cari aktivitas menenangkan yang singkat, seperti mendengarkan musik yang menenangkan atau berjalan-jalan sebentar di luar ruangan.","Duh, kamu kayaknya lagi merasa cemas banget ya, sedikit gelisah dan agak terbebani;  nggak papa kok merasa begitu,  semua orang pernah mengalaminya."
3,0,1,0,2,0,"cemas tinggi, gelisah sedikit, penderitaan lumayan","1. Cobalah teknik pernapasan dalam:  Hirup dalam-dalam melalui hidung, tahan beberapa saat, dan hembuskan perlahan melalui mulut. Ulangi beberapa kali.

2. Fokus pada hal-hal yang Anda bisa kendalikan saat ini, seperti pernapasan Anda atau gerakan tubuh Anda.

3. Lakukan aktivitas yang menenangkan, seperti mendengarkan musik yang menenangkan, mandi air hangat, atau berjalan-jalan santai di alam.","Duh, kayaknya kamu lagi ngerasain kecemasan yang cukup kuat ya, ditambah sedikit gelisah dan rasa nggak nyaman.  Aku ngerti banget kalau lagi begini rasanya berat banget."
3,0,1,0,3,0,"cemas tinggi, gelisah sedikit, penderitaan tinggi","1. Cobalah teknik pernapasan dalam:  Hirup dalam-dalam melalui hidung, tahan beberapa saat, lalu hembuskan perlahan melalui mulut. Ulangi beberapa kali.

2. Fokus pada hal-hal yang bisa Anda kendalikan saat ini:  Misalnya, apa yang Anda lihat, dengar, atau rasakan di sekitar Anda.

3.  Cari kegiatan yang menenangkan: Dengarkan musik yang menenangkan, mandi air hangat, atau baca buku.","Duh, kamu kayaknya lagi merasa cemas banget dan lagi susah banget ya?  Aku ngerti banget kalau lagi kayak gini rasanya berat sekali."
3,0,2,0,1,0,"cemas tinggi, gelisah lumayan, penderitaan sedikit","1. Cobalah teknik pernapasan dalam: tarik napas dalam-dalam melalui hidung, tahan beberapa saat, lalu hembuskan perlahan melalui mulut. Ulangi beberapa kali.

2. Lakukan aktivitas yang menenangkan, seperti mendengarkan musik yang menenangkan, mandi air hangat, atau membaca buku.

3.  Jika memungkinkan, luangkan waktu sejenak untuk berada di alam terbuka, seperti berjalan-jalan singkat di taman.","Wah, kedengarannya kamu lagi merasa cukup cemas dan agak gelisah ya?  Aku mengerti, itu pasti nggak mudah."
3,0,2,0,2,0,"cemas tinggi, gelisah lumayan, penderitaan lumayan","1. Cobalah teknik pernapasan dalam: Hirup napas dalam-dalam melalui hidung, tahan beberapa detik, dan hembuskan perlahan melalui mulut. Ulangi beberapa kali.

2. Fokus pada hal-hal yang dapat Anda kendalikan saat ini, seperti pernapasan Anda atau sesuatu yang Anda lihat di sekitar Anda.

3.  Cari aktivitas yang menenangkan bagi Anda, seperti mendengarkan musik yang menenangkan, mandi air hangat, atau berjalan-jalan di alam.","Duh, kamu lagi merasa cemas banget, gelisah juga, dan lagi banyak beban ya?  Aku ngerti banget kalau lagi kayak gini rasanya berat sekali."
3,0,2,0,3,0,"cemas tinggi, gelisah lumayan, penderitaan tinggi","1. Fokus pada pernapasan Anda: Hiruplah dalam-dalam melalui hidung, tahan sejenak, dan hembuskan perlahan melalui mulut. Ulangi beberapa kali.

2. Cari aktivitas yang menenangkan: Dengarkan musik yang menenangkan, mandi air hangat, atau luangkan waktu untuk membaca buku.

3. Hubungi seseorang yang Anda percayai: Berbicara tentang perasaan Anda dapat membantu meredakan kecemasan.","Duh, kamu kayaknya lagi merasa cemas banget dan terbebani ya?  Aku ngerti banget kalau lagi seperti ini berat banget rasanya."
3,0,3,0,1,0,"cemas tinggi, gelisah tinggi, penderitaan sedikit","1. Cobalah teknik pernapasan dalam: Hirup perlahan melalui hidung, tahan beberapa saat, dan hembuskan perlahan melalui mulut. Ulangi beberapa kali.

2. Alihkan perhatian Anda dengan melakukan aktivitas yang menenangkan, seperti mendengarkan musik yang menenangkan, membaca buku, atau mandi air hangat.

3.  Jika rasa cemas tetap berlanjut,  hubungi seseorang yang Anda percayai atau profesional kesehatan mental.","Kayaknya kamu lagi merasa cemas banget dan gelisah ya,  aku ngerti banget kalau lagi kayak gini rasanya berat."
3,0,3,0,2,0,"cemas tinggi, gelisah tinggi, penderitaan lumayan","1. Cobalah teknik pernapasan dalam:  Hirup napas dalam-dalam melalui hidung, tahan beberapa saat, lalu hembuskan perlahan melalui mulut. Ulangi beberapa kali.

2. Fokus pada hal-hal yang Anda bisa kendalikan saat ini:  Misalnya, apa yang Anda lihat, dengar, atau rasakan di sekitar Anda.

3.  Cari kegiatan yang menenangkan:  Mendengarkan musik yang menenangkan, mandi air hangat, atau membaca buku.","Duh, kamu lagi merasa cemas dan gelisah banget ya, sampai rasanya cukup menderita?  Aku mengerti banget kalau situasi kayak gini pasti berat banget."
3,0,3,0,3,0,"cemas tinggi, gelisah tinggi, penderitaan tinggi","1. Fokus pada pernapasan Anda: Hirup dalam-dalam melalui hidung, tahan sebentar, dan hembuskan perlahan melalui mulut. Ulangi beberapa kali.

2. Cari aktivitas yang menenangkan: Dengarkan musik yang menenangkan, mandi air hangat, atau baca buku yang Anda sukai.

3. Hubungi seseorang yang Anda percayai: Bicarakan perasaan Anda dengan teman, keluarga, atau profesional kesehatan mental.","Duh, kamu lagi merasa cemas, gelisah, dan sangat terbebani ya?  Aku mengerti banget kalau lagi dalam kondisi seperti ini pasti rasanya berat sekali."
1,0,1,0,0,1,"cemas sedikit, gelisah sedikit, rasa malu sedikit","1. Cobalah teknik pernapasan dalam:  Hirup napas dalam-dalam melalui hidung, tahan beberapa saat, lalu hembuskan perlahan melalui mulut. Ulangi beberapa kali.

2.  Lakukan aktivitas yang menenangkan:  Dengarkan musik yang menenangkan, mandi air hangat, atau baca buku.

3.  Ingatkan diri Anda bahwa perasaan ini sementara:  Coba akui perasaan Anda tanpa menghakimi, dan ingatlah bahwa perasaan cemas dan gelisah akan mereda.","Wah, kamu kayaknya lagi ngerasain sedikit cemas, gelisah, dan malu ya?  Nggak apa-apa kok,  merasa begitu itu wajar banget."
1,0,1,0,0,2,"cemas sedikit, gelisah sedikit, rasa malu lumayan","1. Cobalah teknik pernapasan dalam: tarik napas dalam-dalam melalui hidung, tahan beberapa saat, dan hembuskan perlahan melalui mulut. Ulangi beberapa kali.

2. Lakukan aktivitas yang menenangkan, seperti mendengarkan musik yang menenangkan, mandi air hangat, atau membaca buku.

3. Ingatlah bahwa perasaan ini bersifat sementara dan akan berlalu. Bersikaplah baik pada diri sendiri dan izinkan diri Anda untuk merasakan emosi tersebut tanpa menghakimi.","Aku ngerti banget, kamu lagi merasa agak cemas, gelisah, dan sedikit malu;  itu wajar kok,  kadang-kadang kita memang butuh waktu untuk merasa lebih baik."
1,0,1,0,0,3,"cemas sedikit, gelisah sedikit, rasa malu tinggi","1. Cobalah teknik pernapasan dalam: tarik napas dalam-dalam melalui hidung, tahan beberapa saat, lalu hembuskan perlahan melalui mulut. Ulangi beberapa kali.

2. Fokus pada hal-hal yang dapat Anda kendalikan saat ini, misalnya, apa yang Anda lihat, dengar, dan rasakan di sekitar Anda.

3. Lakukan aktivitas yang menenangkan dan Anda sukai, seperti mendengarkan musik yang menenangkan, membaca buku, atau mandi air hangat.","Wah, sepertinya kamu lagi merasa sedikit cemas, gelisah, dan agak malu ya?  Aku ngerti banget,  itu pasti nggak mudah dihadapi."
1,0,2,0,0,1,"cemas sedikit, gelisah lumayan, rasa malu sedikit","1. Cobalah teknik pernapasan dalam: tarik napas dalam-dalam melalui hidung, tahan beberapa saat, lalu hembuskan perlahan melalui mulut. Ulangi beberapa kali.

2. Lakukan aktivitas yang menenangkan, seperti mendengarkan musik yang menenangkan, membaca buku, atau mandi air hangat.

3.  Ingatkan diri Anda bahwa perasaan ini bersifat sementara dan akan berlalu.  Anda kuat dan mampu menghadapinya.","Kayaknya kamu lagi ngerasain cemas dan gelisah ya, ditambah sedikit rasa malu?  Wajar kok merasa begitu, aku ngerti kok kalau lagi  berat kayak gini."
1,0,2,0,0,2,"cemas sedikit, gelisah lumayan, rasa malu lumayan","1. Cobalah teknik pernapasan dalam: tarik napas dalam-dalam melalui hidung, tahan beberapa detik, dan hembuskan perlahan melalui mulut. Ulangi beberapa kali.

2. Fokus pada hal-hal yang Anda syukuri saat ini, sekecil apa pun itu.  Ini dapat membantu mengalihkan pikiran dari kecemasan.

3. Lakukan aktivitas yang menenangkan dan Anda sukai, misalnya mendengarkan musik, mandi air hangat, atau membaca buku.","Wah, kedengarannya kamu lagi merasa cukup cemas dan agak gelisah, ditambah sedikit rasa malu ya?  Aku ngerti banget,  itu pasti nggak mudah."
1,0,2,0,0,3,"cemas sedikit, gelisah lumayan, rasa malu tinggi","1. Cobalah teknik pernapasan dalam: tarik napas dalam-dalam melalui hidung, tahan beberapa detik, lalu hembuskan perlahan melalui mulut. Ulangi beberapa kali.

2. Lakukan aktivitas yang menenangkan, seperti mendengarkan musik yang menenangkan, membaca buku, atau mandi air hangat.

3. Ingatkan diri Anda bahwa perasaan ini bersifat sementara dan akan berlalu.  Anda mampu melewatinya.","Wah, kamu kayaknya lagi merasa cemas, gelisah, dan agak malu ya?  Aku ngerti banget kalau lagi ngerasain beban kayak gitu,  pasti berat banget."
1,0,3,0,0,1,"cemas sedikit, gelisah tinggi, rasa malu sedikit","1. Cobalah teknik pernapasan dalam: tarik napas dalam-dalam melalui hidung, tahan beberapa saat, lalu hembuskan perlahan melalui mulut. Ulangi beberapa kali.

2.  Alihkan perhatian Anda dengan aktivitas yang menenangkan, seperti mendengarkan musik yang menenangkan, membaca buku, atau berjalan-jalan di alam.

3.  Ingatkan diri Anda bahwa perasaan ini bersifat sementara dan akan berlalu. Anda kuat dan mampu menghadapinya.","Kayaknya kamu lagi merasa gelisah banget ya, campur cemas sedikit dan mungkin agak malu.  Aku ngerti banget,  ngalamin hal kayak gini emang nggak mudah."
1,0,3,0,0,2,"cemas sedikit, gelisah tinggi, rasa malu lumayan","1. Cobalah teknik pernapasan dalam: Hirup perlahan melalui hidung, tahan beberapa saat, lalu hembuskan perlahan melalui mulut. Ulangi beberapa kali.

2. Fokus pada hal-hal di sekitar Anda yang dapat Anda lihat, dengar, dan rasakan. Ini membantu menenangkan pikiran yang terlalu aktif.

3. Lakukan aktivitas yang menenangkan Anda, seperti mendengarkan musik yang menenangkan, mandi air hangat, atau membaca buku.","Aku ngerti banget kamu lagi merasa cemas, gelisah, dan agak malu;  wajar kok kalau lagi merasa beban seperti ini,  semua orang pernah mengalaminya."
1,0,3,0,0,3,"cemas sedikit, gelisah tinggi, rasa malu tinggi","1. Cobalah teknik pernapasan dalam: tarik napas dalam-dalam melalui hidung, tahan beberapa saat, lalu hembuskan perlahan melalui mulut. Ulangi beberapa kali.

2. Fokus pada hal-hal yang dapat Anda kendalikan saat ini, seperti pernapasan Anda atau kegiatan sederhana seperti minum air.

3.  Lakukan aktivitas yang menenangkan Anda, seperti mendengarkan musik yang menenangkan, mandi air hangat, atau membaca buku.","Duh, kayaknya kamu lagi banyak pikiran banget ya, cemas dan merasa nggak nyaman.  Wajar kok merasa begitu,  aku mengerti banget."
2,0,1,0,0,1,"cemas lumayan, gelisah sedikit, rasa malu sedikit","1. Cobalah teknik pernapasan dalam: tarik napas dalam-dalam melalui hidung, tahan beberapa saat, lalu hembuskan perlahan melalui mulut. Ulangi beberapa kali.

2.  Lakukan aktivitas yang menenangkan, seperti mendengarkan musik yang menenangkan, mandi air hangat, atau membaca buku.

3.  Ingatkan diri Anda bahwa perasaan ini sementara dan akan berlalu. Anda kuat dan mampu melewatinya.","Duh, kamu lagi merasa cemas, agak gelisah, dan sedikit malu ya?  Nggak apa-apa kok,  merasa begitu dalam situasi tertentu itu wajar banget."
2,0,1,0,0,2,"cemas lumayan, gelisah sedikit, rasa malu lumayan","1. Cobalah teknik pernapasan dalam: tarik napas dalam-dalam melalui hidung, tahan beberapa saat, lalu hembuskan perlahan melalui mulut. Ulangi beberapa kali.

2. Lakukan aktivitas yang menenangkan, seperti mendengarkan musik yang menenangkan, mandi air hangat, atau membaca buku.

3. Ingatkan diri sendiri bahwa perasaan ini sementara dan akan berlalu. Anda mampu menghadapinya.","Wah, kedengarannya kamu lagi merasa cukup cemas dan agak malu, ditambah sedikit gelisah ya?  Aku mengerti kok, itu pasti nggak mudah."
2,0,1,0,0,3,"cemas lumayan, gelisah sedikit, rasa malu tinggi","1. Cobalah teknik pernapasan dalam: tarik napas dalam-dalam melalui hidung, tahan beberapa detik, dan hembuskan perlahan melalui mulut. Ulangi beberapa kali.

2. Lakukan aktivitas yang menenangkan, seperti mendengarkan musik yang menenangkan, mandi air hangat, atau membaca buku.

3. Ingatlah bahwa perasaan Anda bersifat sementara dan akan mereda. Bersikaplah baik kepada diri sendiri dan izinkan diri Anda untuk merasakan emosi tersebut tanpa menghakimi.","Duh, kamu kayaknya lagi merasa cemas, agak gelisah, dan mungkin sedikit minder ya?  Aku ngerti banget,  itu pasti berat banget  mengalaminya."
2,0,2,0,0,1,"cemas lumayan, gelisah lumayan, rasa malu sedikit","1. Cobalah teknik pernapasan dalam: Hirup napas dalam-dalam melalui hidung, tahan beberapa saat, lalu hembuskan perlahan melalui mulut. Ulangi beberapa kali.

2. Lakukan aktivitas yang menenangkan, seperti mendengarkan musik yang menenangkan, mandi air hangat, atau membaca buku.

3.  Ingatkan diri Anda bahwa perasaan ini sementara dan akan berlalu. Anda mampu melewatinya.","Wah, kamu lagi merasa cemas dan gelisah ya, ditambah sedikit rasa malu?  Aku mengerti banget,  itu pasti nggak mudah."
2,0,2,0,0,2,"cemas lumayan, gelisah lumayan, rasa malu lumayan","1.  Cobalah teknik pernapasan dalam: tarik napas dalam-dalam melalui hidung, tahan beberapa saat, lalu hembuskan perlahan melalui mulut. Ulangi beberapa kali.

2.  Lakukan aktivitas yang menenangkan, seperti mendengarkan musik yang menenangkan, mandi air hangat, atau membaca buku.

3.  Ingatlah bahwa perasaan ini sementara.  Beri diri Anda izin untuk merasakannya tanpa menghakimi diri sendiri.","Wah, kayaknya kamu lagi ngerasain kecemasan, gelisah, dan rasa malu ya?  Nggak papa kok merasa begitu,  emang lagi nggak mudah ya sekarang."
2,0,2,0,0,3,"cemas lumayan, gelisah lumayan, rasa malu tinggi","1.  Cobalah teknik pernapasan dalam: tarik napas dalam-dalam melalui hidung, tahan beberapa saat, lalu hembuskan perlahan melalui mulut. Ulangi beberapa kali.

2.  Lakukan aktivitas yang menenangkan, seperti mendengarkan musik yang menenangkan, mandi air hangat, atau membaca buku.

3.  Ingat bahwa perasaan ini sementara.  Berikan diri Anda izin untuk merasakannya tanpa menghakimi, dan fokus pada hal-hal kecil yang Anda syukuri.","Wah, kamu lagi merasa cemas, gelisah, dan agak malu ya?  Aku ngerti banget kalau itu bikin berat,  dan itu wajar kok  merasakannya."
2,0,3,0,0,1,"cemas lumayan, gelisah tinggi, rasa malu sedikit","1.  Cobalah teknik pernapasan dalam: Hirup perlahan melalui hidung, tahan beberapa saat, lalu hembuskan perlahan melalui mulut. Ulangi beberapa kali.

2.  Alihkan perhatian Anda ke sesuatu yang menenangkan, seperti mendengarkan musik yang menenangkan atau melihat pemandangan alam.

3.  Ingatkan diri Anda bahwa perasaan ini sementara dan akan berlalu. Anda kuat dan mampu menghadapinya.","Wah, sepertinya kamu lagi merasa cukup cemas dan gelisah banget ya, meskipun rasa malunya sedikit;  nggak apa-apa kok merasa seperti ini,  kadang hidup memang memberikan tantangan yang berat."
2,0,3,0,0,2,"cemas lumayan, gelisah tinggi, rasa malu lumayan","1.  Lakukan teknik pernapasan dalam: Tarik napas dalam-dalam melalui hidung, tahan beberapa detik, dan hembuskan perlahan melalui mulut. Ulangi beberapa kali.

2.  Fokus pada hal-hal yang Anda bisa kendalikan saat ini:  Misalnya,  minum air putih, makan camilan sehat, atau mendengarkan musik yang menenangkan.

3.  Ingatkan diri Anda bahwa perasaan ini sementara:  Kecemasan akan mereda.  Berikan diri Anda izin untuk merasakannya tanpa menghakimi.","Wah, kamu lagi merasa cemas dan gelisah banget ya, ditambah rasa malu juga?  Aku ngerti banget, pasti lagi berat banget nih harimu."
2,0,3,0,0,3,"cemas lumayan, gelisah tinggi, rasa malu tinggi","1.  Cobalah teknik pernapasan dalam: Hirup napas dalam-dalam melalui hidung, tahan beberapa saat, lalu hembuskan perlahan melalui mulut. Ulangi beberapa kali.

2.  Lakukan aktivitas yang menenangkan, seperti mendengarkan musik yang menenangkan, mandi air hangat, atau membaca buku.

3.  Ingatlah bahwa perasaan ini sementara.  Kecemasan akan mereda.  Berikan diri Anda izin untuk merasa seperti ini, tanpa menghakimi diri sendiri.","Duh, kamu kayaknya lagi ngerasain cemas, gelisah, dan malu banget ya?  Aku ngerti banget kalau lagi begini rasanya berat sekali."
3,0,1,0,0,1,"cemas tinggi, gelisah sedikit, rasa malu sedikit","1.  Cobalah teknik pernapasan dalam: tarik napas dalam-dalam melalui hidung, tahan beberapa saat, lalu hembuskan perlahan melalui mulut. Ulangi beberapa kali.

2.  Alihkan perhatian Anda dengan aktivitas yang menenangkan, seperti mendengarkan musik yang menenangkan, membaca buku, atau mandi air hangat.

3.  Ingatkan diri Anda bahwa perasaan cemas ini bersifat sementara dan akan berlalu. Anda mampu melewati ini.","Wah, kamu kayaknya lagi merasa cemas banget ya, ditambah sedikit gelisah dan malu;  nggak apa-apa kok,  merasa begitu dalam situasi tertentu itu wajar banget."
3,0,1,0,0,2,"cemas tinggi, gelisah sedikit, rasa malu lumayan","1. Cobalah teknik pernapasan dalam:  Hirup napas dalam-dalam melalui hidung, tahan beberapa saat, dan hembuskan perlahan melalui mulut. Ulangi beberapa kali.

2.  Alihkan perhatian Anda dengan aktivitas yang menenangkan, seperti mendengarkan musik yang menenangkan, membaca buku, atau mandi air hangat.

3.  Ingatkan diri Anda bahwa perasaan ini sementara dan akan berlalu. Anda kuat dan mampu melewatinya.","Wah, kamu lagi merasa cemas banget ya, ditambah sedikit gelisah dan rasa malu?  Aku ngerti banget kalau lagi kayak gini rasanya berat sekali."
3,0,1,0,0,3,"cemas tinggi, gelisah sedikit, rasa malu tinggi","1. Cobalah teknik pernapasan dalam: tarik napas dalam-dalam melalui hidung, tahan beberapa saat, lalu hembuskan perlahan melalui mulut. Ulangi beberapa kali.

2. Fokus pada hal-hal yang Anda syukuri saat ini, sekecil apapun itu.  Ini membantu mengalihkan pikiran dari kecemasan.

3.  Gerakkan tubuh Anda: jalan kaki singkat, peregangan ringan, atau aktivitas fisik lainnya dapat membantu meredakan ketegangan fisik yang terkait dengan kecemasan.","Wah, kamu lagi merasa cemas banget, sedikit gelisah, dan agak malu ya?  Aku ngerti banget,  itu pasti terasa berat."
3,0,2,0,0,1,"cemas tinggi, gelisah lumayan, rasa malu sedikit","1. Cobalah teknik pernapasan dalam: tarik napas dalam-dalam melalui hidung, tahan beberapa saat, lalu hembuskan perlahan melalui mulut. Ulangi beberapa kali.

2. Fokus pada hal-hal yang Anda bisa kendalikan saat ini, misalnya, mengatur postur tubuh Anda agar lebih rileks atau mendengarkan musik yang menenangkan.

3. Ingatlah bahwa perasaan cemas bersifat sementara.  Rasa ini akan berlalu. Berikan diri Anda izin untuk merasakannya tanpa menghakimi.","Rasanya kamu lagi merasa cemas banget ya, ditambah gelisah dan sedikit malu;  nggak apa-apa kok,  merasa begitu dalam situasi seperti ini wajar sekali."
3,0,2,0,0,2,"cemas tinggi, gelisah lumayan, rasa malu lumayan","1. Cobalah teknik pernapasan dalam: tarik napas dalam-dalam melalui hidung, tahan beberapa saat, lalu hembuskan perlahan melalui mulut. Ulangi beberapa kali.

2. Lakukan aktivitas yang menenangkan, seperti mendengarkan musik yang menenangkan, mandi air hangat, atau membaca buku.

3. Ingatkan diri Anda bahwa perasaan ini sementara dan akan berlalu. Anda kuat dan mampu menghadapinya.","Wah, kamu lagi merasa cemas banget, gelisah, dan sedikit malu ya?  Aku ngerti banget,  itu pasti lagi berat banget buat kamu."
3,0,2,0,0,3,"cemas tinggi, gelisah lumayan, rasa malu tinggi","1. Fokus pada pernapasan dalam-dalam: Hirup perlahan melalui hidung, tahan sebentar, dan hembuskan perlahan melalui mulut. Ulangi beberapa kali.

2. Lakukan aktivitas yang menenangkan:  Cobalah mendengarkan musik yang menenangkan, mandi air hangat, atau membaca buku.

3. Ingatkan diri Anda bahwa perasaan ini sementara:  Kecemasan akan mereda.  Bersikaplah baik pada diri sendiri dan izinkan diri Anda untuk merasa.","Wah, kamu lagi merasa cemas banget, gelisah juga, dan agak malu ya?  Aku ngerti banget kalau lagi merasa begitu itu berat,  dan kamu nggak sendirian kok."
3,0,3,0,0,1,"cemas tinggi, gelisah tinggi, rasa malu sedikit","1. Cobalah teknik pernapasan dalam: Hirup napas dalam-dalam melalui hidung, tahan beberapa saat, lalu hembuskan perlahan melalui mulut. Ulangi beberapa kali.

2. Fokus pada hal-hal di sekitar Anda yang dapat Anda lihat, dengar, dan rasakan.  Ini membantu  mengangkat Anda dari pikiran-pikiran yang cemas.

3. Lakukan aktivitas yang menenangkan, seperti mendengarkan musik yang menenangkan, mandi air hangat, atau membaca buku.","Duh, kamu kayaknya lagi merasa cemas dan gelisah banget ya, ditambah sedikit rasa malu?  Aku ngerti banget kalau lagi di situasi kayak gini pasti berat banget."
3,0,3,0,0,2,"cemas tinggi, gelisah tinggi, rasa malu lumayan","1. Cobalah teknik pernapasan dalam:  Hirup perlahan melalui hidung, tahan beberapa saat, lalu hembuskan perlahan melalui mulut. Ulangi beberapa kali.

2. Fokus pada hal-hal yang Anda bisa kendalikan saat ini:  Misalnya, apa yang Anda lihat, dengar, atau rasakan di sekitar Anda.

3. Lakukan aktivitas yang menenangkan:  Seperti mendengarkan musik yang menenangkan, mandi air hangat, atau membaca buku.","Duh, kamu lagi ngerasain cemas dan gelisah banget ya, ditambah rasa malu juga?  Aku ngerti banget, situasi kayak gini pasti berat banget dihadapi."
3,0,3,0,0,3,"cemas tinggi, gelisah tinggi, rasa malu tinggi","1. Cobalah teknik pernapasan dalam: tarik napas dalam-dalam melalui hidung, tahan beberapa saat, lalu hembuskan perlahan melalui mulut. Ulangi beberapa kali.

2. Fokus pada hal-hal yang Anda bisa kendalikan saat ini, seperti pernapasan Anda atau aktivitas yang sedang Anda lakukan.

3. Lakukan aktivitas yang menenangkan, seperti mendengarkan musik yang menenangkan, mandi air hangat, atau membaca buku.","Wah, kayaknya kamu lagi merasa cemas, gelisah, dan agak minder banget ya?  Aku ngerti banget kalau lagi kayak gini rasanya berat sekali."
1,0,0,1,1,0,"cemas sedikit, kesedihan sedikit, penderitaan sedikit","1. Cobalah teknik pernapasan dalam:  Hirup napas dalam-dalam melalui hidung, tahan beberapa saat, lalu hembuskan perlahan melalui mulut. Ulangi beberapa kali.

2. Lakukan aktivitas yang menenangkan:  Bacalah buku, dengarkan musik yang menenangkan, atau mandi air hangat.

3. Fokus pada hal-hal yang Anda syukuri:  Coba tuliskan 3 hal yang Anda syukuri hari ini.","Kayaknya kamu lagi ngerasain beban yang cukup berat ya, antara cemas, sedih, dan sedikit terbebani;  nggak apa-apa kok merasa seperti ini,  biarkan dirimu untuk merasa."
1,0,0,1,2,0,"cemas sedikit, kesedihan sedikit, penderitaan lumayan","1. Cobalah teknik pernapasan dalam: tarik napas dalam-dalam melalui hidung, tahan beberapa saat, lalu hembuskan perlahan melalui mulut. Ulangi beberapa kali.

2. Lakukan aktivitas yang menenangkan, seperti mendengarkan musik yang menenangkan, mandi air hangat, atau membaca buku.

3. Hubungi orang terdekat yang Anda percayai untuk berbagi perasaan Anda.","Duh, kayaknya kamu lagi merasa sedikit cemas, sedih, dan agak terbebani ya?  Aku ngerti banget kalau lagi kayak gini rasanya berat banget."
1,0,0,1,3,0,"cemas sedikit, kesedihan sedikit, penderitaan tinggi","1. Cobalah teknik pernapasan dalam: tarik napas dalam-dalam melalui hidung, tahan beberapa saat, dan hembuskan perlahan melalui mulut. Ulangi beberapa kali.

2. Fokus pada sesuatu yang Anda lihat, dengar, dan rasakan di sekitar Anda.  Ini dapat membantu membumikan Anda di saat ini.

3. Lakukan aktivitas yang menenangkan, seperti mendengarkan musik yang menenangkan, mandi air hangat, atau membaca buku.","Duh, sepertinya kamu lagi merasa sangat terbebani ya, antara cemas, sedih, dan mungkin banyak yang membebani pikiranmu;  aku mengerti kok,  itu pasti berat banget."
1,0,0,2,1,0,"cemas sedikit, kesedihan lumayan, penderitaan sedikit","1. Cobalah teknik pernapasan dalam: tarik napas dalam-dalam melalui hidung, tahan beberapa saat, lalu hembuskan perlahan melalui mulut. Ulangi beberapa kali.

2. Fokus pada hal-hal yang Anda syukuri saat ini, sekecil apapun itu.  Coba tuliskan 3 hal yang Anda syukuri.

3. Bergeraklah sedikit: jalan-jalan singkat, peregangan ringan, atau aktivitas fisik yang Anda sukai dapat membantu meredakan kecemasan.","Kayaknya kamu lagi sedih banget ya,  dengan sedikit kecemasan dan rasa kurang nyaman,  aku ngerti kok kalau lagi merasa seperti ini."
