anxiety,fear,nervousness,sadness,suffering,shame, insight, saran
3,3,0,0,3,0,"Cemas kamu tinggi banget, takut tinggi, dan gelisah banget. Semua perasaan ini ngarahin kamu ke titik yang sangat penuh tekanan. Kamu butuh banget dukungan biar bisa keluar dari sini.","Konsultasi dengan seorang psikolog atau terapis bisa sangat membantu. Mereka bisa memberikan perspektif yang lebih positif dan ngebantu kamu untuk mengelola perasaan tertekan itu."
1,1,0,0,0,1,"Kayaknya kamu lagi agak khawatir tentang hal-hal kecil, ya? Mungkin lagi mikirin sesuatu yang nggak terlalu gede, tapi tetap aja jadi beban sedikit. Kamu tipe orang yang sensitif banget sama hal-hal kecil yang bakal datang, tapi tenang, ini cuma sementara kok, bakal lewat juga.","Coba deh tarik napas dalam-dalam dan rencanain hal-hal kecil biar lebih siap dan nggak cemas lagi."
1,1,0,0,0,2,"Kamu ngerasa sedikit cemas karena mungkin ada beberapa hal yang bakal datang, tapi nggak terlalu takut juga, cuma ya gelisahnya agak kerasa. Perasaan ini sering muncul pas kita lagi menunggu sesuatu yang penting, dan itu bisa bikin pikiran jadi lebih berantakan.","Coba sedikit berhenti sejenak, beri waktu buat diri sendiri buat ngeredam ketegangan. Bisa dengan ngobrol sama temen atau melakukan hal yang bikin kamu lebih tenang."
1,1,0,0,0,3,"Cemas sedikit, takut sedikit, dan sedikit kesedihan. Mungkin kamu merasa kecewa dengan beberapa hal yang terjadi, tapi nggak sampai ngganggu banget sih.","Bicara sama seseorang yang kamu percayai atau lakukan aktivitas yang bikin kamu merasa lebih tenang bisa banget bantu kamu."
1,2,0,0,0,1,"Mungkin kamu lagi merasa sedikit kecewa atau tertekan dengan situasi yang ada, tapi nggak terlalu ngaruh ke mood kamu.","Coba deh fokus ke hal-hal yang bikin kamu senang, atau ngobrol sama temen biar lebih tenang."
1,2,0,0,0,3,"Cemas sedikit, takut agak ada, dan kesedihan kamu lumayan. Ketakutan yang nggak terlalu besar, tapi perasaan sedih kamu agak ngaruh ke mood hari ini.","Mungkin bisa coba untuk memberi diri kamu waktu buat melakukan hal-hal yang kamu nikmati. Jangan ragu untuk sekedar bersantai atau berbicara sama temen."
1,3,0,0,0,1,"Cemas sedikit, takut tinggi, dan sedikit kesedihan. Kamu mungkin merasa sedikit ketakutan dengan sesuatu yang belum tentu terjadi, tapi nggak sampai mengganggu banyak sih.","Fokus aja ke langkah kecil yang bisa kamu kontrol, dan jangan ragu untuk berbicara sama orang yang bisa membantu kamu merasa lebih tenang."
1,3,0,0,0,2,"Cemas sedikit, takut tinggi, dan kesedihan kamu lumayan. Kamu ngerasa ketakutan yang cukup besar nambahin beban di kepala, dan itu bikin kamu nggak nyaman.","Cobalah untuk berbicara dengan teman atau seseorang yang kamu percayai, atau lakukan sesuatu yang bisa bikin kamu lebih rileks."
1,3,0,0,0,3,"Cemas sedikit, takut tinggi, dan rasa sakit kamu cukup tinggi. Ketakutan besar dan rasa kecewa ini bisa bikin kamu merasa nggak tenang dan penuh tekanan.","Cobalah untuk cari waktu untuk refleksi diri atau cari dukungan dari seorang profesional buat bantu kamu keluar dari perasaan ini."
2,1,0,0,0,1,"Cemas lumayan, takut sedikit, dan sedikit kesedihan. Kamu mungkin lagi merasa sedikit nggak puas dengan beberapa hal yang terjadi di sekitar kamu, tapi nggak sampai ganggu banget sih.","Coba lakukan hal-hal kecil yang bikin kamu lebih bahagia, seperti ngobrol sama temen atau melakukan aktivitas yang kamu suka."
2,1,0,0,0,2,"Cemas lumayan, takut sedikit, dan rasa sakit kamu lumayan. Mungkin kamu merasa kecewa atau sedikit tertekan, tapi perasaan ini bukan sesuatu yang nggak bisa diatasi.","Fokus aja dulu ke hal-hal yang bikin kamu merasa lebih baik, seperti berkumpul dengan teman atau ngelakuin hal yang menyenangkan."
2,1,0,0,0,3,"Cemas lumayan, takut sedikit, dan kesedihan kamu lumayan. Mungkin kamu merasa sedikit kecewa atau tertekan dengan situasi yang ada, dan itu ngaruh ke mood kamu.","Berikan waktu untuk diri sendiri, bisa dengan berbicara dengan orang terdekat atau melakukan aktivitas yang bisa ngebantu kamu lebih tenang."
2,2,0,0,0,1,"Cemas lumayan, takut lumayan, dan sedikit kesedihan. Kamu mungkin lagi ngerasa agak tertekan dengan ketakutan yang agak besar, dan sedikit perasaan kecewa.","Coba fokus ke langkah-langkah kecil yang bisa kamu ambil. Ngobrol sama teman atau seseorang yang kamu percayai bisa banget bantu ngurangin tekanan itu."
2,2,0,0,0,2,"Cemas lumayan, takut lumayan, dan kesedihan kamu sedikit. Kamu mungkin merasa ketakutan dan sedikit kecewa, tapi nggak sampai ganggu banget sih.","Cobalah untuk keluar sebentar dari rutinitas dan luangkan waktu untuk diri sendiri. Lakukan aktivitas yang bisa bikin kamu lebih rileks."
2,2,0,0,0,3,"Cemas lumayan, takut lumayan, dan kesedihan kamu lumayan. Ketakutan dan kekecewaan kamu mulai mempengaruhi perasaan dan energi kamu.","Cobalah untuk mencari waktu untuk berbicara dengan orang yang bisa membantu memberi perspektif lebih baik atau sekedar beristirahat agar bisa merasa lebih baik."
2,3,0,0,0,1,"Cemas lumayan, takut tinggi, dan sedikit kesedihan. Kamu mungkin merasa cemas berlebihan dengan ketakutan yang ada, dan sedikit tertekan dengan situasi itu.","Fokus dulu ke langkah-langkah kecil yang bisa kamu kontrol dan bicarakan hal ini dengan teman atau keluarga yang bisa bantu ngurangin beban perasaanmu."
2,3,0,0,0,2,"Kayaknya kamu lagi ngerasa cukup cemas dan ketakutan, ya? Perasaan itu bisa bikin kamu sedikit tertekan, dan ada rasa kecewa yang muncul, meskipun nggak terlalu besar. Cuma nambahin sedikit beban di kepala.","Cobalah untuk lebih fokus ke hal-hal kecil yang bisa kamu kontrol. Ngobrol sama temen atau orang yang lebih berpengalaman bisa bantu banget buat ngurangin ketegangan itu dan bikin kamu lebih tenang."
2,3,0,0,0,3,"Cemas kamu lumayan, takutnya tinggi, dan ada sedikit rasa kecewa. Semua perasaan ini lagi bikin kamu ngerasa overwhelmed dan nggak tahu harus mulai dari mana.","Cari waktu untuk bicara sama seseorang yang kamu percayai, atau pertimbangkan untuk mencari dukungan dari seorang profesional yang bisa bantu kamu untuk merasa lebih tenang dan keluar dari perasaan ini."
3,1,0,0,0,1,"Cemas banget, takutnya dikit, dan kamu sedikit ngerasa kecewa. Kadang ketakutan yang kecil ini bikin kamu jadi ngerasa nggak tenang, apalagi dengan pikiran yang nggak berhenti muter.","Fokus aja dulu ke langkah-langkah kecil yang bisa kamu kontrol, dan coba ngobrol sama temen atau keluarga untuk ngurangin ketakutan dan cemas itu."
3,1,0,0,0,2,"Cemas tinggi banget, takut sedikit, dan sedikit kecewa. Kamu mungkin lagi mikirin hal yang nggak pasti dan nambahin perasaan cemas itu. Rasanya nggak nyaman banget, kan?","Coba berhenti sejenak dan beri waktu buat diri sendiri. Lakukan sesuatu yang bikin kamu lebih tenang, seperti jalan-jalan atau ngobrol sama orang yang bisa bantu ngurangin perasaan kamu."
3,1,0,0,0,3,"Cemas tinggi banget, takut sedikit, dan perasaan kecewa lumayan. Ketakutan yang nggak jelas bisa jadi bikin kamu ngerasa tertekan, dan rasa kecewa itu cuma nambahin beban di kepala.","Fokus ke langkah kecil yang bisa kamu ambil, dan mungkin saatnya buat ngobrol sama seorang profesional yang bisa bantu kamu merasa lebih tenang dan lebih terkontrol."
3,2,0,0,0,1,"Cemas tinggi banget, takut lumayan, dan sedikit kesedihan. Kamu mungkin lagi merasa tertekan dengan ketakutan yang agak besar, dan sedikit rasa kecewa itu juga ngaruh ke perasaanmu.","Coba deh fokus ke hal-hal kecil yang bisa kamu kontrol. Ngobrol sama temen atau orang yang lebih berpengalaman bisa banget bantu ngurangin ketegangan ini dan bikin kamu merasa lebih ringan."
3,2,0,0,0,2,"Cemas tinggi banget, takut lumayan, dan kesedihan kamu lumayan. Kamu lagi merasa tertekan banget, ditambah perasaan kecewa yang cukup ngaruh ke pikiran kamu.","Cobalah untuk mencari dukungan dari teman atau keluarga. Lakukan sesuatu yang bisa bikin kamu lebih rileks, seperti jalan-jalan, meditasi, atau sekedar ngobrol untuk ngurangin tekanan yang ada."
3,2,0,0,0,3,"Cemas tinggi banget, takut lumayan, dan kesedihan kamu cukup tinggi. Kamu merasa overwhelmed dengan semua perasaan ini, dan itu bisa bikin kamu ngerasa nggak tenang banget.","Mencari dukungan dari seorang profesional atau berbicara dengan seseorang yang kamu percayai bisa bantu banget untuk mengatasi perasaan tertekan ini dan membantu kamu lebih tenang."
3,3,0,0,0,1,"Cemas tinggi banget, takut tinggi, dan sedikit rasa sakit. Ketakutan kamu udah mulai menguasai pikiran, dan sedikit perasaan kecewa itu bikin semuanya jadi lebih berat.","Coba deh luangin waktu buat diri sendiri, tarik napas dalam-dalam, dan bicara sama seseorang yang bisa bantu kamu ngurangin ketakutan dan kecemasan itu."
3,3,0,0,0,2,"Cemas tinggi banget, takut tinggi, dan rasa sakit kamu lumayan. Ketakutan yang tinggi ini bisa bikin kamu merasa sangat tertekan dan gelisah. Rasanya hampir nggak bisa fokus, kan?","Cari waktu untuk melakukan hal-hal yang bikin kamu tenang. Ngobrol sama teman dekat atau profesional juga bisa bantu kamu merasa lebih lega."
3,3,0,0,0,3,"Cemas tinggi banget, takut tinggi, dan gelisah banget. Semua perasaan ini ngarahin kamu ke titik yang sangat penuh tekanan, dan kamu bener-bener butuh dukungan untuk ngadepin ini.","Konsultasi dengan seorang psikolog atau terapis bisa sangat membantu. Mereka bisa memberikan perspektif yang lebih positif dan membantu kamu untuk mengelola perasaan tertekan itu."
1,0,1,1,0,0,"Cemas sedikit, takut nggak ada, dan gelisahnya sedikit. Kamu mungkin merasa sedikit khawatir tentang sesuatu, tapi nggak sampai besar banget. Rasanya mungkin nggak terlalu mengganggu, tapi tetap aja ada sedikit ketegangan.","Coba fokus ke hal-hal kecil yang bisa kamu kendalikan. Kalau perlu, ngobrol sama teman bisa ngebantu ngurangin perasaan nggak nyaman itu."
1,0,1,2,0,0,"Cemas sedikit, takut nggak ada, dan gelisahnya agak lebih. Mungkin kamu lagi ngerasa sedikit nggak tenang dengan beberapa hal, tapi ketakutan yang nggak pasti itu ngaruh ke mood kamu.","Cobalah untuk beri diri kamu waktu buat refleksi, atau melakukan aktivitas yang bisa bikin kamu lebih santai, seperti berjalan-jalan atau mendengarkan musik."
1,0,1,3,0,0,"Cemas sedikit, takut nggak ada, dan gelisahnya tinggi. Ketakutan mungkin nggak ada, tapi rasa gelisah yang tinggi bikin kamu nggak nyaman.","Fokus ke langkah kecil yang bisa kamu ambil, dan coba bicarakan dengan seseorang yang bisa bantu kamu ngurangin kecemasan yang ada."
1,0,2,1,0,0,"Cemas sedikit, takut nggak ada, dan kesedihan sedikit. Kamu mungkin sedikit merasa kecewa atau tertekan dengan apa yang terjadi, tapi nggak sampai ganggu mood kamu.","Coba lakukan sesuatu yang bisa mengembalikan semangat, seperti ngobrol sama teman atau meluangkan waktu untuk diri sendiri."
1,0,2,2,0,0,"Cemas sedikit, takut nggak ada, dan kesedihan kamu lumayan. Kamu mungkin merasa sedikit tertekan dengan apa yang terjadi, dan itu bikin kamu merasa nggak terlalu nyaman.","Cobalah untuk fokus ke hal-hal yang bikin kamu bahagia, dan beri waktu buat diri sendiri buat melakukan sesuatu yang kamu nikmati."
1,0,2,3,0,0,"Cemas sedikit, takut nggak ada, dan kesedihan kamu cukup tinggi. Mungkin ada beberapa hal yang kamu nggak puas dengan situasi yang ada, dan itu sedikit nambahin beban di perasaan kamu.","Fokuslah pada kegiatan yang bisa memberi kamu kenyamanan, seperti berjalan-jalan atau berbicara dengan seseorang yang kamu percayai."
1,0,3,1,0,0,"Cemas sedikit, takut nggak ada, dan rasa sakit sedikit. Kamu mungkin merasa sedikit tertekan karena ada hal-hal yang bikin kamu nggak nyaman, tapi nggak sampai ganggu banget.","Coba fokus dulu ke langkah-langkah kecil yang bisa kamu ambil. Ngobrol dengan seseorang yang bisa bantu ngurangin beban bisa banget ngebantu kamu."
1,0,3,2,0,0,"Cemas sedikit, takut nggak ada, dan rasa sakit kamu lumayan. Kamu ngerasa sedikit tertekan dengan situasi yang ada, dan perasaan itu nambahin beban di pikiran.","Mencari waktu buat diri sendiri atau berbicara dengan orang terdekat bisa bantu banget untuk ngurangin perasaan nggak nyaman itu."
1,0,3,3,0,0,"Cemas sedikit, takut nggak ada, dan rasa sakit kamu cukup tinggi. Kamu mungkin lagi ngerasa agak tertekan atau kecewa dengan beberapa hal yang terjadi.","Berikan waktu buat diri kamu untuk refleksi diri, atau sekedar ngobrol sama seseorang yang bisa bantu kamu merasa lebih tenang dan lebih jelas."
2,0,1,1,0,0,"Cemas lumayan, takut nggak ada, dan gelisah sedikit. Kamu mungkin sedikit khawatir dengan sesuatu, tapi nggak sampai ngganggu banget sih.","Fokus aja ke hal-hal kecil yang bisa kamu kontrol. Coba ngobrol sama teman atau lakukan hal yang bisa bikin kamu lebih rileks."
2,0,1,2,0,0,"Cemas lumayan, takut nggak ada, dan gelisahnya agak lebih. Perasaan ini sering muncul pas kita lagi nunggu hal besar atau ada yang bikin kita khawatir sedikit.","Cobalah untuk memberi diri kamu waktu buat mengalihkan perhatian, seperti sekedar jalan-jalan atau menikmati aktivitas yang bisa ngurangin kecemasan kamu."
2,0,1,3,0,0,"Cemas lumayan, takut nggak ada, dan gelisah kamu cukup tinggi. Mungkin kamu ngerasa sedikit tertekan atau cemas dengan hal-hal yang akan datang, dan itu bikin kamu nggak nyaman.","Cobalah untuk sedikit berhenti sejenak dan beri waktu buat diri sendiri. Coba ngobrol sama teman atau lakukan sesuatu yang bisa ngebantu kamu lebih tenang."
2,0,2,1,0,0,"Cemas lumayan, takut nggak ada, dan kesedihan sedikit. Kamu mungkin sedikit kecewa dengan beberapa hal yang terjadi, tapi nggak sampai mengganggu mood kamu.","Fokus dulu ke hal-hal kecil yang bisa kamu kendalikan, seperti ngobrol sama teman atau melakukan aktivitas yang kamu nikmati."
2,0,2,2,0,0,"Cemas lumayan, takut nggak ada, dan kesedihan kamu lumayan. Mungkin kamu merasa sedikit kecewa dengan situasi atau hal-hal yang nggak berjalan sesuai harapan.","Cobalah untuk mencari dukungan dari teman atau keluarga, atau lakukan sesuatu yang bisa bikin kamu merasa lebih rileks, seperti berolahraga atau jalan-jalan."
2,0,2,3,0,0,"Cemas lumayan, takut nggak ada, dan kesedihan kamu cukup tinggi. Ketika kamu merasa kecewa, itu bisa sangat ngaruh ke perasaan dan mood kamu.","Cobalah untuk memberi diri kamu waktu buat refleksi diri atau berbicara dengan seseorang yang bisa membantu mengurangi perasaan tersebut."
2,0,3,1,0,0,"Cemas lumayan, takut nggak ada, dan rasa sakit sedikit. Kamu mungkin ngerasa sedikit tertekan atau nggak puas dengan apa yang terjadi, meskipun nggak sampai mengganggu banget.","Fokus pada langkah-langkah kecil yang bisa kamu ambil. Mencari waktu buat diri sendiri, seperti jalan-jalan atau sekedar ngobrol, bisa bantu banget."
2,0,3,2,0,0,"Cemas lumayan, takut nggak ada, dan rasa sakit kamu lumayan. Mungkin ada beberapa hal yang bikin kamu ngerasa sedikit kecewa, tapi kamu masih bisa ngatasin ini kok.","Cobalah untuk ngobrol sama orang terdekat atau melakukan hal-hal yang bisa ngebantu kamu merasa lebih baik dan lebih tenang."
2,0,3,3,0,0,"Cemas lumayan, takut nggak ada, dan rasa sakit kamu cukup tinggi. Ketakutan mungkin nggak ada, tapi perasaan tertekan dan kecewa bisa nambahin beban dalam pikiran.","Fokus ke hal-hal kecil yang bisa kamu kontrol dan beri waktu buat diri kamu melakukan hal-hal yang kamu nikmati untuk mengurangi beban itu."
3,0,1,1,0,0,"Cemas tinggi banget, takut nggak ada, dan gelisah sedikit. Ketakutan nggak ada, tapi kecemasan kamu cukup besar, dan itu ngaruh ke perasaan kamu.","Coba fokus ke hal-hal kecil yang bisa kamu kendalikan. Ngobrol sama temen atau orang terdekat bisa banget bantu kamu merasa lebih tenang."
3,0,1,2,0,0,"Cemas tinggi banget, takut nggak ada, dan gelisah kamu lumayan. Ketakutan nggak ada, tapi kecemasan dan gelisah kamu makin nambahin beban yang ada di pikiran.","Cobalah untuk beri waktu buat diri kamu, coba lakukan hal-hal yang bikin kamu lebih santai, seperti meditasi atau aktivitas yang bikin kamu merasa lebih baik."
3,0,1,3,0,0,"Cemas tinggi banget, takut nggak ada, dan gelisahnya tinggi. Kamu mungkin merasa bener-bener tertekan sama ketakutan yang nggak jelas, dan gelisahnya malah bikin semuanya lebih berat.","Fokus dulu ke langkah-langkah kecil yang bisa kamu ambil. Ngobrol sama seseorang yang kamu percayai atau profesional bisa bantu banget untuk ngurangin kecemasan ini."
3,0,2,1,0,0,"Cemas tinggi banget, takut nggak ada, dan kesedihan sedikit. Ketakutan kamu sangat besar, meskipun perasaan kecewa nggak terlalu kerasa, tapi tetap aja bikin kamu agak tertekan.","Coba deh ambil waktu untuk diri sendiri dan berbicara dengan seseorang yang bisa bantu kamu ngurangin ketakutan dan perasaan nggak nyaman itu."
3,0,2,2,0,0,"Cemas tinggi banget, takut nggak ada, dan kesedihan kamu lumayan. Ketakutan yang besar ditambah perasaan kecewa bisa bikin kamu merasa sangat tertekan dan nggak nyaman.","Cobalah untuk memberi diri kamu waktu buat melakukan hal-hal yang bikin kamu lebih rileks. Ngobrol dengan teman atau keluarga bisa banget bantu ngurangin beban itu."
3,0,2,3,0,0,"Cemas tinggi banget, takut nggak ada, dan kesedihan kamu cukup tinggi. Semua perasaan ini ngarahin kamu ke titik tertekan, dan bisa banget ganggu banyak hal dalam hidupmu.","Mencari dukungan dari seorang profesional atau berbicara dengan orang yang kamu percayai bisa bantu banget untuk melepaskan perasaan itu dan ngurangin ketegangan."
3,0,3,1,0,0,"Cemas tinggi banget, takut nggak ada, dan rasa sakit sedikit. Mungkin kamu lagi ngerasa sangat cemas sama hal yang nggak jelas, dan itu sedikit nambahin perasaan tertekan.","Fokus pada hal-hal kecil yang bisa kamu kendalikan dan coba buat diri kamu lebih tenang. Ngobrol sama temen atau orang terdekat bisa bantu banget buat ngeredam kecemasan itu."
3,0,3,2,0,0,"Cemas tinggi banget, takut nggak ada, dan rasa sakit kamu lumayan. Ketakutan yang besar dan perasaan kecewa bisa banget nambahin beban mental yang kamu rasain.","Cobalah untuk luangin waktu buat diri sendiri, mungkin dengan sekedar berjalan-jalan atau ngobrol dengan seseorang yang bisa bantu ngurangin ketakutan itu."
3,0,3,3,0,0,"Cemas tinggi banget, takut nggak ada, dan gelisah kamu tinggi. Semua perasaan ini bikin kamu ngerasa tertekan banget, dan nggak tahu harus mulai dari mana.","Cari waktu untuk berbicara dengan seorang psikolog atau terapis. Mereka bisa bantu ngasih perspektif yang lebih positif dan membantu kamu keluar dari perasaan tertekan itu."
1,0,1,0,1,0,"Cemas sedikit, takut nggak ada, dan sedikit rasa sakit. Kamu mungkin lagi merasa sedikit cemas sama hal-hal yang kecil, tapi nggak terlalu mengganggu banyak sih.","Coba fokus ke hal-hal kecil yang bisa kamu kontrol dan luangkan waktu buat diri sendiri. Ngobrol sama teman bisa bantu banget buat ngurangin kecemasan yang ada."
1,0,1,0,2,0,"Cemas sedikit, takut nggak ada, dan rasa sakit kamu lumayan. Mungkin kamu sedikit kecewa atau tertekan dengan situasi yang ada, tapi perasaan ini bukan hal yang nggak bisa diatasi.","Cobalah untuk fokus pada hal-hal positif yang bisa bikin kamu merasa lebih baik. Berbicara dengan seseorang yang kamu percayai bisa ngebantu banget."
1,0,1,0,3,0,"Cemas sedikit, takut nggak ada, dan kesedihan kamu lumayan. Kamu ngerasa sedikit kecewa atau tertekan, tapi nggak sampai ganggu banget sih.","Luangkan waktu buat diri sendiri untuk refleksi diri, atau coba ngobrol sama seseorang yang bisa bantu ngurangin perasaan kecewa itu."
1,0,2,0,1,0,"Cemas sedikit, takut nggak ada, dan sedikit kesedihan. Kamu mungkin merasa sedikit kecewa, tapi nggak sampai mengganggu mood kamu.","Coba deh fokus ke hal-hal yang bikin kamu senang, atau ngobrol sama temen buat ngurangin perasaan nggak nyaman itu."
1,0,2,0,2,0,"Cemas sedikit, takut nggak ada, dan kesedihan kamu lumayan. Perasaan kecewa bisa bikin kamu sedikit tertekan, tapi kamu masih bisa menghadapinya kok.","Cobalah untuk memberi diri kamu waktu buat diri sendiri, atau lakukan hal-hal yang kamu nikmati untuk ngeredam perasaan itu."
1,0,2,0,3,0,"Cemas sedikit, takut nggak ada, dan kesedihan kamu cukup tinggi. Kamu mungkin merasa sedikit kecewa atau tertekan dengan beberapa hal yang terjadi, dan itu ngaruh ke mood kamu.","Coba beri waktu buat refleksi diri atau ngobrol sama seseorang yang bisa membantu kamu merasa lebih tenang dan lebih terkontrol."
1,0,3,0,1,0,"Cemas sedikit, takut nggak ada, dan rasa sakit sedikit. Mungkin kamu lagi ngerasa sedikit nggak nyaman, tapi nggak sampai ganggu banyak hal sih.","Cobalah untuk fokus pada langkah kecil yang bisa kamu kendalikan dan beri waktu buat diri sendiri buat ngurangin kecemasan itu."
1,0,3,0,2,0,"Cemas sedikit, takut nggak ada, dan rasa sakit kamu lumayan. Mungkin ada beberapa hal yang bikin kamu ngerasa kecewa atau tertekan, tapi nggak sampai terlalu ngganggu.","Fokus aja ke hal-hal yang bikin kamu merasa lebih baik. Coba jalan-jalan atau sekedar ngobrol sama orang yang bisa bantu kamu merasa lebih santai."
1,0,3,0,3,0,"Cemas sedikit, takut nggak ada, dan kesedihan kamu lumayan. Ketakutan yang nggak terlalu besar, tapi perasaan sedih kamu bisa nambahin sedikit beban di pikiran.","Bicara sama seseorang yang kamu percayai atau lakukan aktivitas yang bisa bantu kamu merasa lebih tenang, kayak menulis atau nonton film."
2,0,1,0,1,0,"Cemas lumayan, takut nggak ada, dan sedikit kesedihan. Kamu mungkin sedikit kecewa atau tertekan dengan situasi yang ada, tapi nggak sampai mengganggu banyak sih.","Cobalah untuk melakukan hal-hal yang bisa bikin kamu lebih bahagia, seperti ngobrol sama temen atau melakukan aktivitas yang kamu suka."
2,0,1,0,2,0,"Cemas lumayan, takut nggak ada, dan rasa sakit kamu lumayan. Kamu mungkin ngerasa sedikit kecewa, tapi masih bisa menghadapinya kok.","Fokus ke hal-hal yang bikin kamu merasa lebih baik, bisa dengan berkumpul sama teman atau melakukan sesuatu yang kamu nikmati."
2,0,1,0,3,0,"Cemas lumayan, takut nggak ada, dan kesedihan kamu lumayan. Kamu ngerasa sedikit tertekan dengan beberapa hal, dan itu ngaruh ke mood kamu.","Coba beri diri kamu waktu buat refleksi diri atau ngobrol dengan seseorang yang bisa bantu kamu lebih tenang."
2,0,2,0,1,0,"Cemas lumayan, takut nggak ada, dan sedikit kesedihan. Kamu mungkin merasa sedikit kecewa, tapi nggak sampai ngaruh ke perasaan kamu terlalu banyak.","Coba fokus ke hal-hal kecil yang bisa bikin kamu lebih bahagia. Sekedar jalan-jalan atau ngobrol sama temen bisa bantu banget."
2,0,2,0,2,0,"Cemas lumayan, takut nggak ada, dan kesedihan kamu lumayan. Kamu mungkin merasa sedikit kecewa dengan situasi yang ada, tapi itu nggak ngaruh ke perasaan kamu terlalu besar.","Cobalah untuk melakukan hal-hal yang kamu nikmati. Lakukan sesuatu yang bisa ngurangin stres dan bikin kamu lebih rileks."
2,0,2,0,3,0,"Cemas lumayan, takut nggak ada, dan kesedihan kamu cukup tinggi. Kamu mungkin merasa tertekan dengan beberapa hal, dan itu ngaruh ke mood kamu cukup besar.","Berikan waktu buat diri kamu untuk refleksi diri atau ngobrol sama seseorang yang bisa bantu ngurangin perasaan kecewa itu."
2,0,3,0,1,0,"Cemas lumayan, takut nggak ada, dan sedikit kesedihan. Kamu lagi merasa sedikit kecewa atau tertekan, tapi nggak sampai ganggu banyak sih.","Coba lakukan aktivitas yang bisa ngebantu kamu merasa lebih santai, seperti ngobrol sama teman atau sekedar beristirahat sejenak."
2,0,3,0,2,0,"Cemas lumayan, takut nggak ada, dan rasa sakit kamu lumayan. Kamu mungkin sedikit tertekan dengan situasi yang ada, tapi nggak sampai mengganggu banyak banget.","Fokus ke hal-hal yang bisa membantu kamu merasa lebih baik, seperti jalan-jalan atau melakukan hal-hal yang menyenangkan."
2,0,3,0,3,0,"Cemas lumayan, takut nggak ada, dan kesedihan kamu cukup tinggi. Kamu mungkin merasa sangat tertekan dengan situasi yang ada, dan itu ngaruh ke mood kamu.","Cobalah untuk memberi diri kamu waktu buat refleksi diri. Ngobrol dengan seseorang yang bisa bantu kamu melihat hal ini dari sudut pandang yang lebih ringan juga bisa bantu banget."
3,0,1,0,1,0,"Cemas tinggi banget, takut nggak ada, dan gelisah sedikit. Kamu mungkin lagi mikir tentang hal yang nggak jelas, dan ketakutan itu bikin kamu ngerasa nggak nyaman.","Fokus pada langkah-langkah kecil yang bisa kamu kontrol dan coba ngobrol sama teman atau keluarga buat bantu ngurangin kecemasan yang ada."
3,0,1,0,2,0,"Cemas tinggi banget, takut nggak ada, dan gelisah kamu lumayan. Kamu mungkin merasa ketakutan dengan hal yang belum pasti dan perasaan itu ngarahin kamu ke stres.","Cobalah untuk memberi waktu buat diri sendiri, mungkin dengan melakukan aktivitas yang bisa bikin kamu merasa lebih tenang, seperti berjalan-jalan atau ngobrol dengan seseorang yang kamu percayai."
3,0,1,0,3,0,"Cemas tinggi banget, takut nggak ada, dan gelisahnya tinggi. Ketakutan yang nggak jelas ini bisa bikin kamu merasa bener-bener tertekan dan cemas banget.","Fokus pada langkah-langkah kecil yang bisa kamu ambil dan coba untuk lebih tenang. Ngobrol sama seorang profesional juga bisa bantu banget."
3,0,2,0,1,0,"Cemas tinggi banget, takut nggak ada, dan kesedihan sedikit. Kamu mungkin sedikit kecewa dengan hal yang terjadi, tapi ketakutan dan kecemasan kamu lebih dominan.","Cobalah untuk beristirahat sejenak, fokus ke diri sendiri dan lakukan aktivitas yang bisa ngebantu kamu merasa lebih baik, seperti meditasi atau ngobrol sama teman."
3,0,2,0,2,0,"Cemas tinggi banget, takut nggak ada, dan kesedihan kamu lumayan. Mungkin kamu merasa kecewa dengan beberapa hal, dan itu nambahin beban dalam pikiran kamu.","Cobalah untuk mencari dukungan dari orang yang kamu percayai, atau luangkan waktu buat diri sendiri untuk melakukan sesuatu yang bisa membuat kamu merasa lebih rileks."
3,0,2,0,3,0,"Cemas tinggi banget, takut nggak ada, dan kesedihan kamu cukup tinggi. Kamu mungkin merasa sangat tertekan dengan kombinasi ketakutan dan kesedihan yang ada.","Mencari dukungan dari seorang profesional atau berbicara dengan seseorang yang kamu percayai bisa banget membantu kamu untuk mengatasi perasaan ini dan merasa lebih lega."
3,0,3,0,1,0,"Cemas tinggi banget, takut nggak ada, dan sedikit kesedihan. Ketakutan besar bisa bikin kamu merasa tertekan, meskipun perasaan sedih kamu nggak terlalu tinggi.","Cobalah untuk berbicara dengan seseorang yang kamu percayai atau melakukan hal-hal yang bisa ngebantu kamu merasa lebih tenang dan ngurangin beban itu."
3,0,3,0,2,0,"Cemas tinggi banget, takut nggak ada, dan kesedihan kamu lumayan. Ketakutan besar ini bisa banget nambahin perasaan tertekan, ditambah sedikit perasaan kecewa.","Cari waktu untuk melakukan hal-hal yang bikin kamu tenang, ngobrol sama teman dekat atau profesional bisa banget bantu kamu merasa lebih baik."
3,0,3,0,3,0,"Cemas tinggi banget, takut nggak ada, dan gelisah banget. Kamu lagi merasa bener-bener overwhelmed sama perasaan yang ada, dan butuh dukungan buat ngadepin ini.","Konsultasi dengan seorang psikolog atau terapis bisa sangat membantu. Mereka bisa memberikan perspektif yang lebih positif dan membantu kamu mengatasi perasaan tertekan ini."
